modelo,notacao_kendall,periodo,lambda_hora,c,tempo_medio_servico_seg,mu_estimado_hora,rho_medio,Wq_media_seg,Wq_desvio_padrao_seg,W_media_seg,W_desvio_padrao_seg,Lq_media,L_media,utilizacao_media,P95_W_medio_seg,throughput_medio_hora,taxa_fila_media,quantidade_replicas,status_predominante,fator_degradacao_medio,erro_little_L_medio,erro_little_Lq_medio
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,10,12.4717,288.6535115501495,0.041572333333333336,0.0,0.0,12.481019197566813,0.0020253729470021986,0.0,0.4160339732522271,0.04121129806553357,12.602931729150782,118.79999999999998,0.0,30,ESTAVEL,0.983483240757167,2.4161438542385514,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,15,12.4717,288.6535115501495,0.027714888888888883,0.0,0.0,12.480176904868225,0.00233894876913808,0.0,0.41600589682894096,0.027694054063100985,12.600852560527448,119.75999999999999,0.0,30,ESTAVEL,0.9834168695145816,2.738686344139079,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,1,12.4717,288.6535115501495,0.6235849999999998,10.169809320652272,1.2353071868758123,22.650342190197097,1.2344194018771346,0.5084904660326136,1.1325171095098554,0.6233965057858947,50.29555965257381,179.6533333333333,0.6225451919933974,30,ESTAVEL,1.7848087234587864,2.4231018483367346,2.4358465754543204
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,2,12.4717,288.6535115501495,0.3117924999999999,0.7498727085812475,0.0906535143563566,13.23050489608479,0.09054331004681979,0.03749363542906238,0.6615252448042395,0.3105921938526682,18.752313827590985,179.0533333333333,0.1435481537328476,30,ESTAVEL,1.04254144842528,2.3444901561040967,2.3809593908970377
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,3,12.4717,288.6535115501495,0.20786166666666675,0.08605575242323127,0.02041909238095773,12.566241632169652,0.02023188272364477,0.004302787621161564,0.6283120816084825,0.20808495405278946,12.617919464302402,179.96888888888887,0.02502388851410192,30,ESTAVEL,0.9901986247207418,2.3737304898029308,2.3894461386061674
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,4,12.4717,288.6535115501495,0.15589624999999996,0.011090545350901338,0.009380680164625312,12.491794917576268,0.010246059677012425,0.0005545272675450669,0.6245897458788133,0.1565051514438667,12.604392339103493,180.48000000000002,0.003996210865559742,30,ESTAVEL,0.9843323493009991,1.891439376997463,1.8765432098765418
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,5,12.4717,288.6535115501495,0.124717,0.0004287666579434938,0.0007602442995317538,12.480801157249049,0.0020469372990858407,2.1438332897174694e-05,0.6240400578624523,0.1251790543753296,12.60193854523801,180.46666666666667,0.0002704106121214622,30,ESTAVEL,0.9834660595482496,2.1478785818385844,2.2074074074074055
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,8,12.4717,288.6535115501495,0.07794812499999998,0.0,0.0,12.480879960879154,0.0021998463477719546,0.0,0.6240439980439576,0.0782202101285688,12.6030270789257,180.4,0.0,30,ESTAVEL,0.9834722691412561,2.3363328748405174,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,10,12.4717,288.6535115501495,0.0623585,0.0,0.0,12.480274821571081,0.001731895170355289,0.0,0.6240137410785541,0.06230335709846791,12.60152353882806,179.62666666666667,0.0,30,ESTAVEL,0.9834245851854515,2.006955082957103,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,180,15,12.4717,288.6535115501495,0.041572333333333336,0.0,0.0,12.480514305952486,0.0012600400034561527,0.0,0.6240257152976244,0.04210631669906559,12.602754302236146,182.07999999999998,0.0,30,ESTAVEL,0.9834434561503788,2.439771568502524,
